-3.219755887985229492e-01 2.702063918113708496e-01 -3.060076534748077393e-01 4.936540424823760986e-01 9.317500144243240356e-02 2.108065783977508545e-01 -6.288761645555496216e-02 -2.709973454475402832e-01 2.053454518318176270e-01 2.012589573860168457e-01
-2.684969222173094749e-03 1.068489276804029942e-03 2.000617794692516327e-03 -4.887880641035735607e-04 -6.116696633398532867e-03 -1.175507786683738232e-03 5.617269780486822128e-03 3.566098166629672050e-03 1.377604203298687935e-04 4.014406818896532059e-03
-4.404811561107635498e-02 1.996445655822753906e-02 3.925088793039321899e-02 -1.496046595275402069e-02 -1.779382675886154175e-02 -2.384907193481922150e-02 6.038433685898780823e-02 3.588683158159255981e-02 -3.815283766016364098e-03 -4.349998489487916231e-04
-1.278082188218832016e-02 4.651757478713989258e-01 -2.814227044582366943e-01 -2.341007739305496216e-01 -3.745126724243164062e-02 5.626873970031738281e-01 -7.320436835289001465e-02 8.633882552385330200e-02 -2.162560820579528809e-01 -2.227425202727317810e-02
6.204743986018002033e-04 6.680505466647446156e-04 7.331992383114993572e-04 -2.531995298340916634e-03 -2.784900600090622902e-03 -5.609347135759890079e-04 2.894670979003421962e-05 7.844694773666560650e-04 2.367805689573287964e-03 1.111012534238398075e-03
-4.786221683025360107e-02 1.684494465589523315e-01 -6.423239409923553467e-02 9.731698781251907349e-02 3.178498893976211548e-02 -5.618601292371749878e-02 -5.760676227509975433e-03 1.403174595907330513e-03 -2.625797875225543976e-02 3.103889152407646179e-02
-9.634646630729548633e-06 -6.077525540604256094e-07 1.856166022662364412e-06 -9.557891644362825900e-06 4.191789685137337074e-06 -1.895196987788949627e-06 1.083543247659690678e-05 2.467235390213318169e-06 -6.830269967394997366e-07 -1.117788815463427454e-05
-1.458878517150878906e-01 3.955474793910980225e-01 1.411968916654586792e-01 1.359024643898010254e-01 -1.474472731351852417e-01 -3.914842009544372559e-01 -1.129269450902938843e-01 -5.340953916311264038e-02 3.353286385536193848e-01 3.986305296421051025e-01
2.168066203012131155e-05 3.415192986722104251e-05 -8.521087147528305650e-05 1.225696760229766369e-04 1.196915982291102409e-03 5.456087528727948666e-04 5.546608008444309235e-04 -1.954896142706274986e-04 -3.411877551116049290e-04 1.293088571401312947e-04
-3.922389820218086243e-02 2.275448739528656006e-01 -1.385099254548549652e-02 9.682814590632915497e-03 1.565025448799133301e-01 -7.028226554393768311e-02 -1.278304029256105423e-02 1.266434695571660995e-02 -7.316280901432037354e-02 -9.813262522220611572e-02
-1.205613557431206573e-06 1.088633439394470770e-06 9.371329952045925893e-07 2.869620914225379238e-07 -1.311858454755565617e-06 -2.497788216260232730e-07 6.037754474164103158e-08 7.757279831821506377e-07 4.244025220145886124e-08 8.749817084208189044e-07
6.830792427062988281e-01 -4.673308692872524261e-03 5.855283141136169434e-02 -1.248432695865631104e-01 -5.465665366500616074e-03 -3.903455734252929688e-01 1.031087525188922882e-02 -3.414979577064514160e-02 -1.343781203031539917e-01 8.871400356292724609e-02
2.042797952890396118e-01 -9.990995377302169800e-02 2.128636837005615234e-02 4.494193941354751587e-02 -1.731456220149993896e-01 2.046796381473541260e-01 -9.080239385366439819e-02 5.759142041206359863e-01 -1.787524968385696411e-01 -3.088531494140625000e-01
-8.473382890224456787e-02 4.182489812374114990e-01 -3.552989959716796875e-01 -2.088506370782852173e-01 7.641939818859100342e-02 1.548635214567184448e-01 1.142322123050689697e-01 -9.520617127418518066e-02 4.582921043038368225e-02 2.334226965904235840e-01
1.007403604980083855e-10 -2.898761231051594223e-10 -1.053399856232317688e-08 1.645472647027190760e-09 4.589705282498357519e-10 6.340927782844119065e-10 9.855644300671428937e-09 -6.939456786980713332e-10 -3.062724240887604310e-10 -1.775459890218655801e-09
-2.455100706066914995e-11 -7.188901383903267828e-12 -4.157496222290113508e-11 1.039660302293299310e-10 9.347167137518930247e-14 4.029603473815202008e-12 4.766807608358458737e-12 1.213003308908611189e-10 -1.203750432665628978e-10 1.589585962857853474e-10
