5.417618364069758667e-34 -1.566872373223304749e-02 1.573809608817100525e-02 1.497501926446852309e-33 -1.123252795784173242e-31 -2.670649439096450806e-03 -1.905799144878983498e-03 -1.499939337372779846e-02 -1.055473026588801380e-19 3.948639146983623505e-03
-3.682948697401001631e-34 1.693438924849033356e-02 1.345238415524363518e-03 -3.104590783117050898e-36 -3.445913475800052884e-35 -1.615885458886623383e-02 -8.227552752941846848e-04 -1.609463430941104889e-02 2.400487115718770699e-34 5.520132835954427719e-03
4.284268240789334906e-34 -8.723211474716663361e-03 6.636268808506429195e-04 -4.533521715976623593e-34 -4.929391019957626039e-34 1.404226943850517273e-02 -9.646204300224781036e-03 -4.117954522371292114e-02 -1.664640509073480838e-34 1.610656967386603355e-03
2.332835808707765288e-34 1.907807402312755585e-02 -5.114553496241569519e-03 2.921581695139627197e-34 -5.741063899893165294e-34 -7.348139770328998566e-04 1.447464898228645325e-02 3.253723308444023132e-02 3.898489604053922974e-12 1.660228706896305084e-02
1.471791706860209168e-34 -8.814108557999134064e-03 1.387500576674938202e-02 -3.161209203208375640e-34 5.924396019228324729e-34 1.062329579144716263e-02 -5.056987982243299484e-03 3.417865559458732605e-02 2.560072182868656372e-34 9.930441156029701233e-03
-5.493477238961144147e-34 1.171619351953268051e-02 9.989852085709571838e-03 -1.488095382228493690e-03 -4.721464549263671687e-17 -9.905460290610790253e-03 -1.147726085036993027e-02 9.217436425387859344e-03 -1.471085491894754216e-34 -3.411541227251291275e-03
1.590292098505153918e-34 1.556667964905500412e-02 4.413708150386810303e-01 -1.070616580545902252e-02 -9.736644650260029010e-12 -1.596778780221939087e-01 -1.504969000816345215e-01 -1.767806410789489746e-01 3.409976179854767368e-34 1.627696156501770020e-01
1.411073291042910909e-34 3.970554564148187637e-03 -5.651236278936266899e-04 2.531149282119918225e-34 4.482460261757818899e-34 6.640665698796510696e-03 1.114525832235813141e-03 1.762368530035018921e-02 -3.725769752549549773e-34 7.350437808781862259e-03
-1.231370280927174891e-34 -6.385043379850685596e-04 -3.150364616885781288e-03 -2.245409306021726685e-35 -1.804578404969696069e-34 3.423394402489066124e-03 -4.997383337467908859e-03 -2.295403508469462395e-03 3.579079307415207646e-34 -3.747854614630341530e-03
2.036398862715683481e-34 -7.112447172403335571e-03 1.544712390750646591e-02 1.241976017995350703e-34 -1.359569125447777387e-32 9.436378255486488342e-03 -1.449127215892076492e-02 -2.372588776051998138e-02 -3.903025117103934930e-34 -1.730409078299999237e-02
