2.723730025703454334e-32 -1.430527163392980583e-07 -1.916014525704667903e-06 -1.896814865176565945e-07 -3.697505235322751105e-07 3.196026909790816717e-06 1.094286439240477193e-09 2.063025749521329999e-05 1.262265868717804551e-06 1.685698043729644269e-05 7.586648280266672373e-06 3.491185452730860561e-06 -2.083037725242320448e-05 2.200823837483767420e-05 -1.547096326248720288e-05 -3.754920818721529940e-10
-1.487655484910810344e-14 2.091033763917948818e-07 -2.525769814383238554e-04 -2.070529299089685082e-04 1.319947386946296319e-06 -6.304264843493001536e-07 -9.437175467610359192e-04 -1.850660919444635510e-04 -6.299353117356076837e-05 -3.889104700647294521e-04 -4.556633066385984421e-04 -1.686605537543073297e-04 -2.737769682426005602e-04 -2.644841442815959454e-04 5.571292604145128280e-06 2.349943573065615965e-09
1.320939446713964571e-08 1.398715028244623682e-07 1.221889851876767352e-05 -2.052909258054569364e-04 5.859441444044932723e-06 1.032199861583649181e-06 4.732413217425346375e-04 6.087701185606420040e-04 4.372775729279965162e-04 6.753665365977212787e-05 1.002185526886023581e-04 6.355618825182318687e-05 -4.475552414078265429e-04 3.688674187287688255e-04 -7.680322160013020039e-04 -5.320600071634373762e-10
-4.253378031726651187e-12 1.748685463098809123e-08 -8.640417217975482345e-05 -3.576806921046227217e-04 -1.133216846938012168e-05 1.242168650605890434e-06 2.115264651365578175e-04 5.222522886469960213e-04 1.002904755296185613e-04 -2.121606485161464661e-06 1.382130449201213196e-05 1.736132544465363026e-04 4.604250425472855568e-04 4.766393103636801243e-04 -2.486553275957703590e-04 6.406649845303036273e-06
-1.885078937391426734e-08 4.656458713725442067e-06 -1.125423796474933624e-02 -7.883872836828231812e-03 -3.194796590832993388e-05 7.117942914192099124e-06 1.829737797379493713e-02 8.019452914595603943e-03 -2.107874024659395218e-05 -1.312211249023675919e-02 1.225990056991577148e-02 4.211639985442161560e-03 -5.860590841621160507e-03 -6.539813242852687836e-03 -5.045401048846542835e-04 -1.919531541716423817e-06
1.511391545250262425e-08 2.779723945423029363e-05 -1.048714388161897659e-02 -1.915701851248741150e-02 2.233564300695434213e-04 -1.111460460379021242e-05 2.465280145406723022e-02 1.751426607370376587e-02 -1.683626882731914520e-02 -1.847153715789318085e-02 1.674727723002433777e-02 8.993516676127910614e-03 -7.213755161501467228e-04 -7.153973914682865143e-03 -4.006291739642620087e-03 3.596811438910663128e-04
3.985758922908644308e-08 6.724134209434851073e-07 -1.375777553766965866e-02 -1.917850971221923828e-02 5.516025703400373459e-04 4.410485871630953625e-06 2.545859850943088531e-02 1.834701374173164368e-02 -2.402959391474723816e-02 -2.629822865128517151e-02 1.840428262948989868e-02 2.437620796263217926e-02 -1.322601549327373505e-02 -3.136303741484880447e-03 -7.663985714316368103e-03 5.771112046204507351e-05
6.653991135863179807e-08 -3.272553294664248824e-05 -1.165485754609107971e-02 -2.972798794507980347e-02 3.722105175256729126e-04 -1.762488295753428247e-06 3.725218400359153748e-02 3.138208016753196716e-02 -1.647302694618701935e-02 -3.208196535706520081e-02 2.957595326006412506e-02 6.845652125775814056e-03 -2.925212262198328972e-03 -1.684757880866527557e-02 -4.154263995587825775e-03 -1.627020083105890080e-07
3.469252973786751681e-08 -4.265239113010466099e-06 -8.553045801818370819e-03 -2.211707457900047302e-02 -2.933207142632454634e-04 4.545697720459429547e-06 3.993087634444236755e-02 4.066222906112670898e-02 1.056400872766971588e-02 -1.325072254985570908e-02 1.651951111853122711e-02 -2.093973942101001740e-02 5.763807799667119980e-03 -2.030524611473083496e-02 -1.828219927847385406e-02 -1.021142117679119110e-03
-7.472083325410494581e-07 -6.304513954091817141e-05 -9.762519970536231995e-03 -8.161788806319236755e-03 1.203982857987284660e-03 -1.196976518258452415e-05 1.149070449173450470e-02 5.454885214567184448e-02 3.817551303654909134e-03 2.821974456310272217e-02 1.754445582628250122e-02 -3.260581567883491516e-02 8.640788495540618896e-03 -3.561023622751235962e-02 -2.458668872714042664e-02 -3.171237185597419739e-03
1.156923099188134074e-05 -1.662192371441051364e-04 -4.133196920156478882e-02 5.469216406345367432e-02 4.152297507971525192e-03 3.385065429029054940e-05 2.693627029657363892e-02 6.907054781913757324e-02 -1.312666665762662888e-02 2.934835664927959442e-02 6.177916005253791809e-02 1.881939545273780823e-02 -9.967756271362304688e-02 -6.332493573427200317e-02 -1.860286667943000793e-02 -3.677774453535676003e-03
-1.208702087751589715e-06 -3.597282629925757647e-04 -3.847489506006240845e-02 5.579362437129020691e-02 4.665385931730270386e-03 4.340034138294868171e-05 6.809261441230773926e-02 6.530930846929550171e-02 -1.875695586204528809e-02 -6.034171208739280701e-02 8.995263278484344482e-02 4.646370559930801392e-02 -1.530417799949645996e-01 -2.228623069822788239e-02 4.147808998823165894e-02 -3.722945693880319595e-03
6.354543074849061668e-06 -3.953546111006289721e-04 3.075139597058296204e-02 -3.017218597233295441e-02 5.399851128458976746e-03 5.975857857265509665e-05 3.774986043572425842e-02 -1.235443446785211563e-02 -1.891257241368293762e-02 -4.625113308429718018e-02 3.213128447532653809e-02 -1.972345262765884399e-02 6.650289148092269897e-02 -1.311786565929651260e-02 1.051487550139427185e-01 -3.610935236793011427e-04
-1.195016193378251046e-05 -2.567202318459749222e-04 2.377824671566486359e-02 -5.494810268282890320e-02 3.139387117698788643e-03 6.195963214850053191e-05 7.606628537178039551e-02 -1.028836220502853394e-01 3.200824558734893799e-02 -9.566397964954376221e-02 -8.969149552285671234e-03 4.002956300973892212e-02 5.460896342992782593e-02 4.509830381721258163e-03 1.185565739870071411e-01 2.297939965501427650e-03
-1.368752964481245726e-05 -2.110236673615872860e-04 1.377980317920446396e-02 -5.899224802851676941e-02 4.108247812837362289e-03 3.100981120951473713e-05 7.841274887323379517e-02 -1.105075702071189880e-01 3.472850471735000610e-02 -1.030217632651329041e-01 -2.030855230987071991e-02 6.933640688657760620e-02 3.720029816031455994e-02 3.348437324166297913e-02 1.041741073131561279e-01 2.956227399408817291e-04
-7.062536724333767779e-07 -2.932266215793788433e-04 3.981259092688560486e-02 -4.720514267683029175e-02 5.763438530266284943e-03 3.788516551139764488e-05 2.945206314325332642e-02 -6.377948075532913208e-02 -2.236428856849670410e-02 -4.646390676498413086e-02 7.353203371167182922e-03 1.294940151274204254e-02 8.317053318023681641e-02 8.841404691338539124e-03 1.185697689652442932e-01 -6.400264683179557323e-04
6.312343884928850457e-06 -1.849052932811900973e-04 -1.023157685995101929e-02 3.728882223367691040e-02 5.247807595878839493e-03 8.665173663757741451e-05 5.663390830159187317e-02 3.970957547426223755e-02 -4.189034551382064819e-02 -5.578989163041114807e-02 6.816486269235610962e-02 2.520831860601902008e-02 -8.672402799129486084e-02 9.942720644176006317e-03 7.425506412982940674e-02 -6.856158724986016750e-04
8.539176974409201648e-07 -1.273752859560772777e-04 -4.829793423414230347e-02 8.194128423929214478e-02 1.789269153960049152e-03 7.370380626525729895e-05 4.884296655654907227e-02 7.935893535614013672e-02 -1.292621251195669174e-02 -1.354208216071128845e-02 7.133637368679046631e-02 2.826939709484577179e-02 -1.760971993207931519e-01 -2.331111952662467957e-02 -5.855474737472832203e-04 -3.141086490359157324e-04
1.615424480405636132e-05 -2.763200900517404079e-04 -3.819294972345232964e-03 2.050777338445186615e-02 -2.715709619224071503e-03 -2.911646515713073313e-05 2.356263436377048492e-02 7.091610878705978394e-02 1.723815500736236572e-02 2.457435242831707001e-02 2.748529426753520966e-02 -3.195119649171829224e-02 -2.055570110678672791e-02 -3.737132623791694641e-02 -3.611016646027565002e-02 -5.293298978358507156e-03
-4.040182830067351460e-06 -8.975035598268732429e-05 8.531260304152965546e-03 -1.537744048982858658e-02 -6.606592331081628799e-03 -1.124778191297082230e-05 4.951104894280433655e-02 4.750226810574531555e-02 1.482503302395343781e-02 -1.882753148674964905e-02 2.359004504978656769e-02 -1.965324580669403076e-02 9.484287351369857788e-03 -3.220717608928680420e-02 -2.696074172854423523e-02 -2.714501693844795227e-03
-6.763536930520785972e-08 4.073739182786084712e-05 1.062585879117250443e-02 -2.374847419559955597e-02 -4.174671135842800140e-03 9.563813364366069436e-06 3.396349027752876282e-02 4.226113483309745789e-02 -1.926822401583194733e-02 -3.245120495557785034e-02 2.464655973017215729e-02 -6.526662036776542664e-03 6.524277385324239731e-03 -1.410058513283729553e-02 -1.620160974562168121e-02 -2.285565133206546307e-04
3.656314220279455185e-07 1.388563941873144358e-05 6.925058085471391678e-03 -2.085889689624309540e-02 -1.506110886111855507e-03 1.095881452783942223e-05 2.342863753437995911e-02 3.590592369437217712e-02 -2.970405481755733490e-02 -2.503109909594058990e-02 2.432670071721076965e-02 4.464028403162956238e-03 5.311958491802215576e-03 -9.494299069046974182e-03 -1.238400489091873169e-02 -1.777557372406590730e-05
