8.658961057662963867e-01 -1.130568459630012512e-01 4.189933240413665771e-01 -1.658409982919692993e-01 -5.926158428192138672e-01 -2.313879489898681641e+00 1.924174129962921143e-01 -2.708317518234252930e+00 -3.394974470138549805e-01 -1.752308249473571777e+00
-1.415050476789474487e-01 4.552298784255981445e-01 3.840281367301940918e-01 8.315816521644592285e-02 -3.124020621180534363e-02 -3.862094283103942871e-01 4.544061422348022461e-01 1.130773425102233887e-01 4.986074566841125488e-02 2.316888272762298584e-01
6.120255216956138611e-02 1.351796865463256836e+00 -9.107173681259155273e-01 -4.473440647125244141e-01 -1.624450087547302246e-01 2.541618824005126953e+00 -1.090307593345642090e+00 -1.808217167854309082e+00 7.343035936355590820e-01 -1.800592184066772461e+00
-1.095804095268249512e+00 2.305359542369842529e-01 6.320462226867675781e-01 -8.728792667388916016e-01 6.831802725791931152e-01 4.573379456996917725e-01 2.637301087379455566e-01 -1.334083437919616699e+00 9.344382286071777344e-01 -9.475404024124145508e-01
-1.382166296243667603e-01 -1.666028738021850586e+00 -3.419938981533050537e-01 -9.495041370391845703e-01 -3.119079470634460449e-01 -2.742539346218109131e-02 -3.990931510925292969e-01 4.377115666866302490e-01 8.036555647850036621e-01 7.180392742156982422e-01
-2.953014671802520752e-01 1.800996065139770508e+00 -3.186230957508087158e-01 -7.034118175506591797e-01 3.375995457172393799e-01 -2.054798603057861328e+00 -1.541998863220214844e+00 -1.582040429115295410e+00 -2.356420278549194336e+00 -6.311123967170715332e-01
-1.025952935218811035e+00 5.326277390122413635e-02 3.400299251079559326e-01 1.094156503677368164e+00 5.423539280891418457e-01 -1.605757951736450195e+00 -5.303201079368591309e-01 1.316440939903259277e+00 3.989780247211456299e-01 -1.389089822769165039e+00
-9.473673105239868164e-01 -7.003028392791748047e-01 4.724006950855255127e-01 -9.114195108413696289e-01 3.857005834579467773e-01 8.545004725456237793e-01 5.231761932373046875e-01 9.325881302356719971e-02 -1.335045099258422852e+00 8.482582122087478638e-02
-6.767322421073913574e-01 4.664322137832641602e-01 -6.075072884559631348e-01 6.091157197952270508e-01 -1.729158163070678711e+00 9.965129494667053223e-01 -4.864204823970794678e-01 7.817931771278381348e-01 -8.397119045257568359e-01 5.286757349967956543e-01
-2.216721922159194946e-01 -8.433765172958374023e-01 -1.129716277122497559e+00 3.980564475059509277e-01 5.821855664253234863e-01 -7.001522183418273926e-01 4.360634088516235352e-01 -8.197004199028015137e-01 -3.698327541351318359e-01 1.199508786201477051e+00
